0,5,0.011424
1,8,0.016772
2,1,0.009324
3,6,0.014506
4,1,0.008798
5,3,0.011364
6,6,0.014283
7,2,0.009824
8,1,0.008582
9,4,0.012036
10,5,0.013474
11,3,0.01089
12,2,0.010231
13,9,0.017262
14,1,0.008946
15,2,0.009971
16,7,0.014861
17,6,0.014156
18,2,0.009691
19,2,0.010072
20,5,0.013081
21,6,0.014256
22,3,0.010976
23,3,0.011144
24,1,0.008895
25,1,0.008646
26,8,0.01646
27,11,0.019952
28,4,0.011831
29,1,0.008758
30,3,0.011295
31,2,0.009967
32,1,0.008985
33,6,0.015537
34,10,0.018055
35,3,0.011241
36,3,0.011175
37,4,0.011753
38,4,0.012174
39,2,0.010199
40,1,0.008782
41,5,0.013162
42,2,0.010255
43,3,0.011266
44,3,0.010975
45,4,0.012394
46,4,0.012686
47,2,0.00981
48,4,0.011772
49,3,0.011142
50,3,0.011086
51,6,0.014087
52,5,0.013037
53,1,0.008772
54,3,0.01141
55,1,0.008784
56,7,0.015113
57,1,0.008754
58,1,0.009014
59,2,0.009607
60,6,0.014033
61,3,0.011372
62,3,0.011658
63,10,0.018362
64,9,0.017577
65,1,0.008911
66,7,0.015407
67,4,0.01211
68,3,0.011181
69,4,0.011934
70,1,0.009069
71,3,0.010935
72,2,0.010115
73,1,0.008702
74,3,0.011565
75,2,0.009949
76,3,0.011393
77,4,0.011857
78,5,0.013022
79,3,0.011551
80,2,0.010302
81,4,0.011862
82,4,0.011683
83,5,0.013566
84,4,0.012135
85,3,0.011333
86,6,0.02092
87,4,0.013038
88,2,0.010584
89,3,0.011138
90,6,0.014067
91,11,0.019298
92,4,0.011979
93,4,0.012266
94,7,0.015144
95,4,0.012193
96,6,0.014187
97,1,0.008887
98,1,0.008646
99,3,0.011353
100,9,0.017003
101,7,0.01475
102,3,0.010876
103,3,0.01088
104,1,0.009093
105,5,0.012986
106,3,0.010705
107,8,0.015905
108,5,0.013748
109,3,0.011057
110,1,0.008855
111,3,0.011154
112,3,0.011399
113,5,0.013082
114,4,0.012051
115,1,0.009306
116,4,0.013089
117,2,0.010313
118,2,0.009653
119,3,0.010846
120,1,0.008998
121,3,0.011019
122,4,0.012322
123,3,0.011378
124,7,0.015623
125,4,0.012138
126,8,0.016464
127,4,0.011785
128,6,0.014792
129,3,0.010768
130,6,0.014028
131,1,0.009123
132,3,0.010941
133,4,0.012048
134,2,0.009676
135,4,0.012017
136,2,0.009757
137,4,0.012129
138,2,0.009727
139,2,0.010169
140,2,0.010029
141,2,0.009934
142,4,0.011964
143,2,0.009764
144,2,0.010057
145,3,0.011477
146,5,0.012996
147,4,0.012018
148,1,0.008951
149,3,0.010824
150,2,0.009767
151,1,0.008956
152,3,0.010661
153,4,0.011798
154,6,0.014359
155,8,0.016251
156,1,0.008928
157,12,0.020468
