0,0.000831,1
1,0.000773,1
2,0.000778,2
3,0.000603,2
4,0.001366,1
5,0.000617,1
6,0.002874,6
7,0.002608,4
8,0.001452,1
9,0.004712,4
10,0.004142,2
11,0.001795,1
12,0.011432,4
13,0.021792,5
14,0.020467,2
15,0.007626,1
16,0.010814,2
17,0.009519,2
18,0.007735,2
19,0.006045,1
20,0.045378,1
21,0.03261,4
22,0.008851,1
23,0.008422,3
24,0.009407,1
25,0.009627,1
26,0.012302,7
27,0.003609,9
28,0.001735,7
29,0.037049,1
30,0.015962,1
31,0.014091,2
32,0.014051,4
33,0.007342,5
34,0.008586,1
35,0.003687,1
36,0.01711,1
37,0.023892,1
38,0.029663,4
39,0.015896,3
40,0.013542,2
41,0.025115,4
42,0.033102,11
43,0.035832,2
44,0.015855,3
45,0.069773,2
46,0.049498,2
47,0.009183,1
48,0.014185,2
49,0.039249,2
50,0.070315,1
51,0.013734,4
52,0.00498,2
53,0.071508,5
54,0.024059,1
55,0.015069,1
56,0.006703,2
57,0.050031,1
58,0.048648,2
59,0.031011,1
60,0.016143,2
61,0.053386,1
62,0.048627,1
63,0.04612,8
64,0.008684,3
65,0.04775,1
66,0.037063,2
67,0.025999,1
68,0.011497,2
69,0.062958,1
70,0.0512,2
71,0.032585,1
72,0.01843,1
73,0.077494,3
74,0.052433,1
75,0.038693,4
76,0.022461,2
77,0.034125,1
78,0.098444,3
79,0.076986,1
80,0.068081,1
81,0.023725,7
82,0.165285,6
83,0.111138,2
84,0.057755,1
85,0.117057,1
86,0.103243,4
87,0.073946,1
88,0.043923,5
89,0.023471,1
90,0.056016,5
91,0.132111,4
92,0.104314,10
93,0.062916,1
94,0.047869,3
95,0.01624,2
96,0.110757,6
97,0.133954,1
98,0.096235,1
99,0.052412,1
100,0.106497,2
101,0.117294,5
102,0.102952,1
103,0.094918,1
104,0.030814,2
105,0.148028,2
106,0.127967,2
107,0.091158,2
108,0.048029,4
109,0.077444,2
110,0.130191,6
111,2.887499,2
112,0.079566,1
113,0.040943,5
114,0.055005,3
115,0.156387,2
116,0.120311,2
117,0.072551,4
118,0.030981,1
119,0.164287,8
120,0.1474,2
121,0.076368,1
122,0.048204,9
123,0.062439,4
124,0.154643,2
125,0.123239,2
126,0.092847,8
127,0.050945,9
128,0.095309,6
129,0.197098,2
130,0.133792,4
131,0.057107,1
132,0.034806,2
133,0.178543,3
134,0.145407,1
135,0.098983,2
136,0.053227,3
137,0.146696,2
138,0.163222,1
139,0.117694,1
140,0.076492,2
141,0.034536,2
142,0.151343,1
143,0.167971,1
144,0.122178,1
145,0.094437,10
146,0.056812,4
147,0.214377,1
148,0.180311,3
149,0.113802,4
150,0.044604,6
151,0.241107,2
152,0.195789,1
153,0.123877,2
154,0.047346,6
155,0.189235,7
156,0.268716,2
157,0.097769,9
158,0.082898,1
159,0.239395,1
160,0.173351,4
161,0.109544,4
162,0.096944,3
163,0.274076,1
164,0.190528,3
165,0.10659,2
166,0.305829,1
167,0.372988,2
168,0.189884,1
169,0.346599,3
170,0.21754,10
171,0.15347,2
172,0.078465,1
173,0.310271,2
174,0.266807,2
175,0.130788,2
176,0.249622,1
177,0.245486,2
178,0.163468,1
179,0.09205,8
180,0.146219,2
181,0.258306,3
182,0.180786,2
183,0.100743,1
184,0.13141,2
185,0.286277,7
186,0.201257,5
187,0.104985,2
188,0.127334,6
189,0.34504,2
190,0.254831,14
191,0.103761,6
192,0.422166,1
193,0.250233,1
194,0.113347,1
195,0.435957,1
196,0.271803,1
197,0.159289,2
198,0.463809,1
199,0.180695,3
200,0.123411,4
201,0.266882,1
202,0.253773,1
203,0.169593,2
204,0.083942,2
205,0.241065,1
206,0.315594,1
207,0.210942,2
208,0.089509,3
209,0.281023,1
210,0.29175,1
211,0.192593,1
212,0.095624,1
213,0.228637,1
214,0.353781,2
215,0.198732,1
216,0.102663,1
217,0.450016,7
218,0.372705,8
219,0.172392,8
220,0.311172,1
221,0.327974,1
222,0.216528,1
223,0.111275,1
224,0.27306,1
225,0.352582,1
226,0.214767,3
227,0.103347,2
228,0.385131,1
229,0.32415,1
230,0.20187,8
231,0.07614,5
232,0.376553,4
233,0.329331,3
234,0.182702,2
235,0.037631,5
236,0.003966,2
237,0.003716,4
238,0.003779,1
239,0.005284,4
240,0.00408,2
241,0.00375,1
242,0.00385,3
243,0.004902,5
244,0.005111,1
245,0.003944,4
246,0.003221,1
247,0.004529,1
248,0.003795,2
249,0.003984,1
250,0.004035,1
251,0.004424,1
252,0.003608,1
253,0.003663,1
254,0.004093,1
255,0.003267,2
256,0.003831,2
257,0.003425,1
258,0.003333,1
259,0.003913,2
260,0.006868,6
261,0.003328,1
262,0.004106,2
263,0.003625,2
264,0.003476,2
265,0.004879,1
266,0.003687,2
267,0.005798,3
268,0.005169,2
269,0.004326,2
270,0.003785,3
271,0.007642,3
272,0.008775,6
273,0.005777,3
274,0.003574,1
275,0.005138,2
276,0.003627,1
277,0.003302,1
278,0.004039,2
279,0.00452,5
280,0.003341,1
281,0.004456,2
282,0.004802,4
283,0.005257,6
284,0.003628,1
285,0.005478,1
286,0.005689,1
287,0.003433,1
288,0.003681,1
289,0.004312,2
290,0.004036,1
291,0.004093,1
292,0.004862,3
293,0.00492,5
294,0.005512,5
295,0.004712,1
296,0.006126,1
297,0.004734,2
298,0.005087,3
299,0.005004,3
300,0.005829,4
301,0.003708,1
302,0.003601,1
303,0.005356,4
304,0.003954,1
305,0.005157,5
306,0.004676,2
307,0.004217,2
308,0.004504,2
309,0.004955,1
310,0.005786,5
311,0.00509,4
312,0.004694,1
313,0.004785,2
314,0.005071,1
315,0.005686,2
316,0.005659,4
317,0.004212,1
318,0.005347,5
319,0.004227,1
320,0.006232,4
321,0.004227,1
322,0.004001,1
323,0.004554,1
324,0.004818,1
325,0.004225,1
326,0.005338,4
327,0.004139,1
328,0.004838,3
329,0.004337,2
330,0.004848,1
331,0.005587,2
332,0.00599,1
333,0.007132,1
334,0.006455,3
335,0.005494,1
336,0.00599,1
337,0.009799,6
338,0.005866,1
339,0.006657,3
340,0.005904,1
341,0.007288,3
342,0.007694,3
343,0.005392,4
344,0.004902,2
345,0.004172,1
346,0.00558,3
347,0.004188,1
348,0.004212,1
349,0.004402,1
350,0.004683,1
351,0.005289,4
352,0.004539,1
353,0.006263,6
354,0.004788,2
355,0.007019,8
356,0.004857,2
357,0.004431,1
358,0.004802,2
359,0.00633,5
360,0.004793,1
361,0.005047,1
362,0.004943,2
363,0.004863,1
364,0.006621,4
365,0.015487,1
366,0.007556,7
367,0.004675,1
368,0.004602,1
369,0.00556,3
370,0.004634,1
371,0.004898,1
372,0.005364,2
373,0.005819,1
374,0.005915,2
375,0.004615,1
376,0.004622,1
377,0.00491,1
378,0.004964,1
379,0.004639,1
380,0.004831,1
381,0.005382,1
382,0.005554,1
383,0.005942,1
384,0.007815,3
385,0.007095,2
386,0.005759,1
387,0.006286,1
388,0.005921,1
389,0.005252,1
390,0.005569,2
391,0.006582,3
392,0.005873,2
393,0.006232,2
394,0.008071,6
395,0.005296,1
396,0.005305,1
397,0.005559,1
398,0.005769,2
399,0.006688,1
400,0.005898,1
401,0.005724,1
402,0.007562,1
403,0.006702,3
404,0.007194,1
405,0.007586,1
406,0.005736,1
407,0.006716,3
408,0.006245,2
409,0.006178,2
410,0.006885,4
411,0.006029,1
412,0.006482,2
413,0.005986,2
414,0.007271,5
415,0.006464,2
416,0.006368,2
417,0.006218,1
418,0.005662,1
419,0.005842,1
420,0.008456,3
421,0.00736,3
422,0.006287,2
423,0.004836,1
424,0.005265,2
425,0.004958,1
426,0.006646,2
427,0.007064,3
428,0.005902,2
429,0.012652,18
430,0.008246,1
431,0.008959,1
432,0.008256,1
433,0.00957,2
434,0.010141,3
435,0.009978,1
436,0.010728,1
437,0.009509,1
438,0.011941,2
439,0.011234,4
440,0.010707,3
441,0.009781,1
442,0.007187,4
443,0.005655,2
444,0.005995,2
445,0.009788,9
446,0.005832,1
447,0.005235,1
448,0.010599,11
449,0.006918,4
450,0.006176,2
451,0.008199,7
452,0.009546,8
453,0.005515,1
454,0.005853,2
455,0.005582,1
456,0.005862,2
457,0.006062,2
458,0.007553,5
459,0.009314,7
460,0.005926,1
461,0.00545,1
462,0.006137,1
